text,label
"I've been on vacation in Italy so I've experienced new nice things, some physical strain and stress caused by travel.Mainly I have been happy and happy.",1
"I have done quite well, although I have recently focused on the themes of eco -disaster and fossil capitalism in my studies just last two weeks and have been more and more convinced of the perikato.Although I have been doing these studies for several years, so this is not a new thing, but I am studying more, so I think more.Contrary to what could be inferred from this, I have not been depressed in any way, etc., because I have already dealt with this over the past few years.But the constant reading of heavy scientific research is, of course, the most heavily possible subject to a long time for a long time.Conclusion: I could have been better than these Specs you might think you can.",1
Relaxed because I've been on vacation almost every day.,1
"The last two weeks have been special because I have experienced a bunch of challenges in one week and another more relaxed life.The week before I got bad news about an important person's state of health, which was really stressful and distressing.At the same time, there was a really challenging and difficult course where I did not receive the support I needed and were quite alone with the challenges, which further increased stress levels.Fortunately, however, the course is now in the package, which significantly relieved stress levels and facilitated the state.",1
"stressed, tired of the little one, I didn't get just about anything",0
It is time to get the challenges to work.The emotional state is anxious and uncertain due to a health problem.,0
"I have had to step outside my comfort zone during my studies and work.This has caused stress and made me feel anxiety and anxiety.But for the most part I have done well and I have had time for myself and my friends, which has helped keep stress under control.",0
"I have been doing well because I start my doctoral dissertation studies I've been dreaming of for a long time.Summer and sun also have a 1 effect on my mood.However, challenges are my financial situation because I have no funding yet and I get a really bad salary for my current job.The world political situation and climate change are also worrying.",1
"Stressed, irritated, tired, crying sensitive",0
I have been tired of my job and wondered how and when to resign.,0
"In the last two weeks I have been able to vary.I've been both happy, happy and enthusiastic and depressed, restless, skeptical and tired.I have not got the right or continued things that seem too challenging and that are urgent and where the probabilities of success seem to be reduced over time.So I feel stuck.",0
"Pretty bad.Has tried to holiday without being able to calm down, relax and refresh properly.Lost time on the wrong things.",0
"I have been on vacation and have done things I like, that is, very well, but workplace tensions have even plagued every day",1
